h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000090 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000496 sekund
h: 0.000000, Liczba procesów: 100, Czas: 0.004332 sekund
h: 0.000000, Liczba procesów: 1, Czas: 0.000113 sekund
h: 0.000000, Liczba procesów: 10, Czas: 0.000754 sekund
